"term","weight"
"2nite","-10.2196895627"
"youi","-122.866224151"
"youd","-48.752224898"
"snooze","85.8645404155"
"bedtime","27.8820251022"
"heated","-79.7561349471"
"elementary","-93.9887245326"
"youu","-147.891461605"
"nowadays","-185.312471284"
"your","28.1739532652"
"intervention","41.1871671212"
"stare","-102.081532009"
"log","-35.4921670589"
"prepare","-258.475195398"
"area","479.198125584"
"removing","47.8979742932"
"lol","11.4504256617"
"start","-91.1453678287"
"cats","378.733507392"
"lov","148.929609276"
"low","60.6134205859"
"stars","-179.917214404"
"lou","148.626735193"
"jackets","-55.5126725474"
"allergic","212.367646367"
"jacked","-43.8501950621"
"delayed","136.262311292"
"cottage","97.6046403895"
"trying","33.6067536865"
"feather","-15.225991817"
"hire","-11.5713065321"
"comics","-18.4155003427"
"bucket","74.7975312852"
"tellin","-0.469775257847"
"freddy","-54.5817048484"
"sadness","189.216566157"
"miguel","-52.5287275738"
"beliefs","-16.697541075"
"600","-19.1805139582"
"describe","-6.77837942985"
"moved","127.414338055"
"sales","207.254974132"
"tengo","-23.8551103934"
"ervey","-22.4074529141"
"goodnite","-101.819607572"
"moves","-32.4019921231"
"hospitals","-78.7484044156"
"nerd","-25.1627641652"
"statuses","-146.108093769"
"storage","121.751014524"
"anarchy","28.2402482744"
"housework","359.514730176"
"valid","-46.3965294146"
"evenings","74.9008611743"
"you","-21.1731732334"
"forcing","-60.4139949008"
"poor","61.4919962001"
"polar","-112.4256595"
"poop","110.974807079"
"diaries","96.4722381593"
"drift","-68.9863373856"
"peas","203.451126768"
"poof","59.5380262036"
"peak","1.83233692046"
"coverage","82.7932321048"
"pooh","101.977622324"
"dwn","-49.9557617306"
"pool","97.5042272002"
"building","133.347891602"
"3-4","34.2328808841"
"3-0","-40.4005207672"
"moonlight","-0.245698531905"
"lipstick","-126.983374849"
"corey","-106.207656263"
"overseas","15.8999943992"
"strings","-38.7127755257"
"since","47.2738648632"
"tomorrows","187.643181434"
"ceases","13.5396622138"
"graphics","-280.18058864"
"month","-182.836914976"
"thoughtful","74.290327941"
"deadline","-21.3880909659"
"mp3","-49.8864962008"
"cameron","100.04176975"
"jolly","-12.085750645"
"religious","238.119029548"
"carpet","251.142405728"
"griffin","15.538599096"
"referring","105.083747469"
"costco","25.8802086497"
"claire","-70.7795707247"
"foster","123.696407234"
"danielle","-84.9461625213"
"safety","24.1376497738"
"cking","-79.7643161393"
"1pm","-104.465966993"
"very","121.512878524"
"horror","28.9318114028"
"mph","165.666152503"
"hahahahahahaha","-19.2222559875"
"minded","59.3173633899"
"decide","0.387896898912"
"heaven","318.965092632"
"vu","6.03750964092"
"louis","91.4697651581"
"mild","181.065275335"
"startin","58.5583602075"
"anak","297.587319762"
"blackout","24.37305251"
"i'll","-109.059273785"
"navidad","62.4961186613"
"cookies","-38.9658700672"
"fence","212.232303874"
"bro's","-32.221138199"
"streets","-132.068441656"
"casual","-62.3436620887"
"conscience","48.3001705971"
"darkness","-89.3132579708"
"witnessed","-92.3308254992"
"nana","53.3943299427"
"labels","4.17210410781"
"emotions","-232.158929606"
"learned","122.846427389"
"maths","-272.782458487"
"loose","120.752177455"
"ballet","-64.4179518022"
"answers","26.9566465404"
"tracks","-45.3413962867"
"anticipation","44.9817820353"
"trunk","66.1828490279"
"grudges","50.2538738119"
"eventful","-200.692570767"
"strong","-12.2538060259"
"arena","-13.4459932298"
"creeps","-58.4697984928"
"colored","-33.3697332456"
"ahead","-63.8584497916"
"vegetarian","-58.1689078046"
"whine","234.39685552"
"asa","-47.866361355"
"creepy","-216.696770162"
"fired","68.5511633855"
"soldier","-31.2616346656"
"amount","-243.900351702"
"advertising","-141.521684652"
"heartbroken","-44.1403920192"
"sunburned","-102.880276892"
"trainer","10.6127868777"
"shuffle","122.264759892"
"family","110.418995104"
"va","-48.3336387202"
"ask","15.1227754981"
"trained","-121.955731631"
"toys","15.9228895678"
"reallly","32.3066109775"
"yummm","70.3857386866"
"khan","-4.36194600588"
"takes","35.5375863984"
"amaze","56.4146973098"
"revelation","94.153984377"
"contains","-57.8453903349"
"taken","-59.4051143247"
"injury","-177.15256752"
"yuck","247.418424548"
"surprisingly","-322.356575745"
"excuse","-145.25141693"
"broke","101.532537116"
"dios","16.0205583244"
"hurry","23.7221907294"
"suffered","166.636919576"
"grill","216.297855218"
"thorns","38.0976404858"
"nina","222.45432644"
"offended","99.1554552184"
"nebraska","20.1391713594"
"nine","-245.445646898"
"spontaneous","-106.99303137"
"alyssa","-80.2909167329"
"history","-106.686982942"
"pushes","16.8067600977"
"^.^","-95.0487764647"
"daddys","-60.9490847168"
"pushed","-47.6782917562"
"ulan","68.4712639612"
"afta","-11.6400717387"
"cows","-48.59849899"
"phrase","-76.8536139951"
"species","-90.1393943128"
"uncheck","102.050809776"
"cheering","130.722944693"
"chops","57.2370784301"
"stayed","22.5128526843"
"unlucky","-158.50876105"
". ...","6.75662208944"
"heart's","51.6195589354"
"reject","26.2727447625"
"kung","-53.1505913192"
"fr","65.0741524854"
"ft","80.3798935122"
"tried","-14.8494107453"
"rude","-133.860554039"
"sneak","2.61499710617"
"fa","-8.44280504347"
"tries","-188.381097678"
"justin","-82.6609717479"
"fe","51.1709769073"
"wla","-57.5798031626"
"invasion","-32.74152683"
"fl","-35.3026779753"
"fm","-76.8984539313"
"lyf","-38.2596663146"
"fo","71.4266624037"
"a","-2.80632462869"
"humbug","216.938717947"
"criticize","-20.462353324"
"doritos","-66.3094656882"
"overnight","175.701609874"
"anytime","-1.09791277313"
"ego","297.23285466"
"dread","145.006671337"
"scaring","-51.7191951622"
"banks","144.575933436"
"mourn","61.5355387344"
"dream","-129.188591181"
"ding","113.421904573"
"help","1.55264784789"
":{","56.9282356566"
"sooo","-139.936330777"
"soon","-127.876662303"
"auburn","144.307809976"
"bcuz","-131.926480422"
"held","-58.1850947841"
"committee","103.207777162"
"committed","258.040889306"
"hell","-154.345482989"
"mcdonalds","-179.25892228"
"enlarges","-15.3822119732"
"hendrix","-45.3263748974"
"relaxin","-90.0419351979"
"exact","-246.170091345"
"actually","26.3036624719"
"absence","-48.0573694935"
"systems","36.1134014903"
"relate","64.3283438335"
"peanuts","57.3044701066"
"cutie","97.4000864233"
"haven't","157.425891545"
"fool","52.8636449309"
"evening","199.969129167"
"curtis","17.3449083543"
"yo","-83.9385520577"
"ya","53.1945357368"
"knocking","-47.910114287"
"ye","-9.11685989773"
"yg","22.1823953457"
"cupcake","-2.41142309314"
"peeing","-27.9256648505"
"vomit","-121.453418814"
"you've","-244.682514765"
"foot","-33.1128358369"
"ninja","-121.732364111"
"yr","236.105608364"
"yu","-40.7702142297"
"desperately","37.8957364893"
"kapag","-8.79951725056"
"sundays","110.632612884"
"fully","-127.406866445"
"bless","12.185944241"
"stopped","319.444531384"
"fairy","58.3514753824"
"isn't","-328.156189619"
"heavy","190.412768906"
"neil","-17.0026557101"
"restless","101.597989019"
"non-facebook","-21.6786127864"
"fees","73.7999155446"
"haley","126.301892385"
"dia","143.312925707"
"todd","87.3715829967"
"infinity","-60.7061456471"
"beyond","193.03370682"
"todo","-24.1072644782"
"event","58.513074647"
"travels","109.208644699"
"juniors","-183.620449104"
":]","-11.6238999804"
"miss","59.4057574377"
"robert","15.3962203386"
"surrounded","-191.292580132"
"douglas","13.3972833492"
"trusts","-53.5185962223"
"dominated","-96.9709581657"
"7","-2.10223652281"
"issue","288.06883585"
"ass","149.972806771"
"pun","200.343750688"
"devil's","48.7817334874"
"bass","-183.587645077"
"dirt","-317.118210309"
":[","115.972650326"
"pub","173.552214623"
"labs","-29.2138738901"
"houses","-212.849917532"
"reason","-139.178709666"
"base","-96.2125821448"
"brightest","8.19075695376"
"dire","-58.6165877955"
"put","61.0071095173"
"matthews","24.4886589012"
"ash","44.4330762937"
"pup","-43.4764903698"
"bash","-28.2880359818"
"dishwasher","184.523887135"
"launch","27.788968235"
"sooooooooooooo","28.3681669121"
"terrible","-226.080109291"
"terribly","-3.98815588187"
"american","147.062065905"
"expecting","-86.2526735912"
"bonfire","16.034845907"
"daisy","87.3994498586"
"heartbeat","-69.5707710661"
"neglected","47.8607446819"
"apocalypse","-134.052512461"
"aking","120.98271456"
"merry","57.9342884541"
"pasok","-79.6859250995"
"superbowl","-13.0613182135"
"doughnuts","51.393250427"
"arsenal","36.218191373"
"comfy","-79.8522896031"
"fucked","45.6568440264"
"talked","-14.8751209458"
"mist","18.9050206384"
"visions","23.6142664655"
"maple","-6.45997389585"
"horse","-7.87319366269"
"blossom","100.177857829"
"______","136.932389979"
"dug","43.1536709571"
"station","-11.7235620985"
"expand","-109.440775416"
"woohooo","-23.8958014542"
"hundred","-67.7996921685"
"banana","56.2131103608"
"rawr","113.340438719"
"selling","-17.0679016481"
"passed","157.136131574"
"trapped","28.2582460906"
"jamie","-9.28601479437"
"jordan","-70.9782406161"
"boredom","-418.512906124"
"albums","-4.32930835102"
"sign","45.220588332"
"apprentice","2.91608622262"
"grocery","120.937621218"
"grew","248.59216242"
"kindly","-133.424935987"
"grey","0.484044567172"
"bride","-98.3134878985"
"greg","54.1963596025"
"ducks","120.817817241"
"recovered","68.9829883006"
"str","47.96488326"
"nuthin","103.835390937"
"kindle","214.84702084"
"toward","344.311455441"
"mickey","37.0707960714"
"charlotte","-73.0972620472"
"wasnt","-0.138431860684"
"juicy","-76.8083730481"
"randomly","-274.831902599"
"juice","-158.399231931"
"kara","-77.3342395987"
"sentences","-53.5793898805"
"concentration","-73.0745039902"
"philly","39.357752839"
"vulnerable","7.00802567043"
"lie","-75.490962598"
"lil","-296.136644355"
"lim","-223.572701837"
"cave","120.829460181"
"scotland","-62.7514154311"
"officers","-129.667362827"
"lik","-24.3522611078"
"lit","-35.76520678"
"labour","-32.0965414889"
"lip","-99.6469438477"
"useless","-105.765818855"
"liz","-14.478161019"
"towards","-391.227518489"
"quote","49.9277279927"
"eater","-52.9062279796"
"kan","-97.3989439002"
"kal","-79.4955693605"
"kar","72.8287676493"
"hired","-35.8228475041"
"experiences","-38.8435946303"
"eaten","-38.3373546273"
"kat","80.0843499229"
"alpha","36.8324908122"
"kay","74.1800101518"
"approved","124.771525356"
"wats","28.4562703924"
"salary","37.911278408"
"mobile","143.696478466"
"performances","-1.13500857924"
"noone","56.0901935659"
"calling","-32.1671758889"
"init","79.9748531429"
"d:<","32.2258944173"
"poured","-113.853202333"
"clean","-15.3412445235"
"latest","401.143368746"
"physics","-151.37178254"
"hips","73.3473573008"
"perseverance","-26.8659879487"
"hyper","-163.557947518"
"humid","159.389520978"
"bcuseae","-21.5722950144"
"celebrities","-56.7327124673"
"photoshop","-118.212302378"
"booze","-38.7817814162"
"hyped","-117.314474007"
"stalker","2.85348463027"
"coaster","-55.9566563475"
"heavens","47.3290164686"
"translation","70.2792991695"
"zumba","113.827708027"
"justice","89.0349724402"
"less","72.6953738184"
"flights","52.6251655894"
"randy","141.733886008"
"pretty","-103.13379366"
"lennon","22.7714729427"
"circle","144.598922212"
"reap","106.023512887"
"meanwhile","49.830342148"
"wagner","108.006816239"
"trees","1.70675667739"
"famous","-18.3905707728"
"feels","-225.211748461"
"3/4","80.1141534503"
"pretending","-11.5685911577"
"basement","75.8536464314"
"during","-135.573120845"
"alexander","-47.9696301612"
"catches","28.3363518575"
"boost","-3.17981098516"
"perfume","29.9739417202"
"sacrifices","-63.415033613"
"gloves","17.9196376411"
"recommendations","25.4034133818"
"hype","-44.6092123692"
"x","-10.3169416153"
"throwing","-85.7174939255"
"culture","-41.492724463"
"protecting","12.7166780154"
"close","0.735782472414"
"angie","63.2317658077"
"horrid","-10.6790466533"
"pictures","-160.636695102"
"wow","128.712442616"
"woo","-21.8329011209"
"won","46.7080132897"
"woh","65.7083389664"
"honour","-30.4506629484"
"woe","81.6748147189"
"probably","-144.678205972"
"wether","-126.406258694"
"conditions","-74.6354515135"
"piss","60.5636582522"
"makeup","-22.9292058812"
"missing","-71.120611582"
"unstoppable","-138.32633681"
"spray","-30.7811060651"
"invisible","129.024973682"
"magawa","-50.9085582163"
"both","308.167725286"
"mega","-55.2549097222"
"fiance","-247.927853896"
"wouldn't","-155.937034984"
"sensitive","-64.7271962208"
"forgotten","-117.876692096"
"millions","-53.6539183152"
"liked","261.767335597"
"hackers","-66.782278933"
"headed","-107.537583377"
"battery","72.3552147829"
"format","181.5740751"
"manners","-19.4579901005"
"whatever","126.20951316"
"likes","-109.299989356"
"described","69.1603076045"
"wer","86.3203353626"
"stamp","-59.0874674441"
"outstanding","149.231622439"
"lahat","70.8355403493"
"buisness","-89.1078415619"
"describes","212.966879241"
"damn","-37.8856903102"
"maintenance","209.087491983"
"territory","55.0145903733"
"empty","61.4623834803"
"dame","-52.4022723525"
"lived","323.554483014"
"packs","63.5824225226"
"crack","-45.283396532"
"else","-62.1081514773"
"anthony","9.06472121357"
"lives","-6.13181157052"
"imax","168.659687881"
"yourstatus","110.770980956"
"referrals","119.72198195"
"look","-36.6185392433"
"rope","-87.703279989"
"pace","114.66007264"
"bikini","-59.4533462784"
"accidently","-136.305018189"
"smart","88.134381117"
"animated","19.5291405169"
"biking","-145.546805818"
"guide","-152.81602152"
"loop","-56.405989697"
"pack","-41.4298604042"
"smacked","0.17497881659"
"reads","-213.212610728"
"skype","23.7753442618"
"ready","-72.1201378782"
"nvr","176.926448376"
"shaw","56.1854570098"
"anymore","-4.56918149644"
"grant","-74.1030009995"
"belong","-67.4734167078"
"jammin","-61.3878356531"
"karl","-74.1808255686"
"madly","-25.6077222218"
"grand","343.249217137"
"conflict","55.0341822726"
"hallway","-79.6197360904"
"used","161.766128566"
"classmates","-221.460228438"
"suggestion","39.9927292374"
"dime","20.3986461002"
"bonus","114.341588991"
"000","121.654942863"
"uses","-114.651144464"
"user","24.094610336"
"haunting","-36.0104755079"
"older","310.567622085"
"increases","92.3764883525"
"grrrrrrrr","54.8296387878"
"obviously","-113.132515031"
"clears","18.0052039674"
"cedar","52.3930977776"
"yankees","42.9575894169"
"alvin","-81.3593646427"
"selves","76.4846878205"
"quarters","70.4565867009"
"cocky","-66.7863726333"
"roasted","10.1088405622"
"praying","-136.976390323"
"procrastinating","105.799071957"
"retirement","413.348118276"
"$","-2.96226216672"
"nikki","-8.39607911639"
"guaranteed","61.9486820926"
"exercising","91.0747547257"
"pies","200.897723756"
"barack","38.7070470007"
"havin","-50.8811512872"
"soooooo","158.349266757"
"remaining","-30.5421483212"
"...","1.20678244976"
"march","138.995776086"
"lacking","-94.3195908747"
". . . . .","-35.1739184293"
"showing","105.821347596"
"tiring","-3.06362128857"
"game","-61.9363217235"
"dearly","-11.4274316246"
"emma","-126.297269726"
"wings","150.637326917"
"inviting","8.0085059719"
"signal","88.7842698333"
"toyota","-45.321834592"
"u're","-35.6740052365"
"bukas","-49.5296340593"
"donna","367.751347178"
"eek","-30.8011659436"
"popular","-281.254914215"
"sketch","-27.2421005464"
"parade","-18.6448771711"
"brakes","166.582674077"
"fathers","291.129293007"
"creation","47.3118313625"
"some","-44.0526262576"
"urgent","168.443075838"
"lips","-63.4408179488"
"experienced","-43.0513734436"
"mmmmm","123.633867706"
"28th","-79.7988110848"
"mustang","59.6564920442"
"delivered","358.755919258"
"pounding","-10.598383515"
"civilization","108.455438626"
"slash","-124.712188247"
"forgets","89.6490895296"
"sweating","4.49774602054"
"eating","-36.8437882853"
"rum","-1.06394627781"
"rub","54.370993233"
"goooood","-42.5411289788"
"cge","6.0600364242"
"rug","132.081119596"
"step","-142.670774796"
"stew","77.7005824879"
"lasts","-95.5475521253"
"become","-121.895350011"
"ache","135.578737969"
"taboo","-136.017716723"
"raspberry","-60.0451941598"
"abroad","-19.6439456069"
"wealth","153.415995393"
"shine","-77.6848976297"
"faith","-103.731558065"
"wouldnt","-240.08604814"
"76","-47.9092887053"
"awwww","-19.315376121"
"aye","-98.8009452071"
"pains","-94.7003439045"
"idk","-0.18185072512"
"classics","-14.5011885966"
"shiny","71.3184398876"
"idc","-45.8625286236"
"block","23.080675546"
"miracles","158.127258106"
"seeing","-59.2345632966"
"kau","-91.3983385346"
"dude","-111.76785561"
"within","12.042317619"
"nonsense","62.6181193334"
"miranda","-36.1941982428"
"smelly","30.9918348684"
"sakit","12.1071180376"
"rolls","-18.8772000079"
"smells","-40.580143174"
"statistics","7.25922726544"
"..","0.273440465242"
"huhu","-141.537686437"
"i'mma","9.17144547329"
"heritage","17.9629308295"
"himself","-232.50649583"
"bender","-32.3586331976"
"registered","-85.8066538008"
"frost","18.0494320068"
"properly","-90.8902797929"
"reed","124.785109918"
"hail","-143.734291561"
"russian","-28.2557876359"
"dull","-125.887989472"
"info","39.480693882"
"swagger","13.4248004192"
"skull","-56.2116220107"
"grinch","2.28124201512"
"frnd","-136.536620336"
"....","19.066525208"
